GEOid,GEOid2,GEOdisplay_label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38
1400000US36047041800,36047041800,"Census Tract 418, Kings County, New York",694,91,44097,12950,60.1,11.5,51368,17534,22.5,10.4,6097,3108,36.9,10.8,16921,2664,8.8,5.9,10310,1188,5.9,5.4,6137,1082,16.0,8.2,19951,9942,399,93,55638,19737,26.8,11.0,N,N,40.1,17.1,N,N,27.1,17.2,N,N,6.0,8.5,N,N,0.0,8.4,N,N,0.0,8.4,N,N,1760,421,17884,6185,98.8,2.1,17938,6251,0.0,2.0,-,**,0.0,2.0,-,**,1.0,1.5,N,N,0.0,2.0,-,**,0.2,1.4,N,N,0.0,2.0,-,**,9.5,8.5,16675,11372,89.5,8.6,18068,6977,23.3,(X),(X),(X),32.3,(X),(X),(X),14.0,(X),(X),(X)
1400000US36047041900,36047041900,"Census Tract 419, Kings County, New York",1091,103,42028,6595,75.6,7.7,46287,7046,6.8,3.8,6842,4052,23.6,6.4,10826,2977,15.1,5.9,6705,1305,8.1,5.5,3855,1841,10.4,4.5,13542,7400,791,120,47101,8148,16.7,8.9,N,N,37.3,12.4,N,N,7.7,5.5,N,N,30.6,11.6,N,N,0.5,1.3,N,N,7.2,6.4,N,N,3565,506,13467,2165,25.0,8.0,11999,2726,30.2,8.6,16210,5480,0.8,1.1,7173,9867,3.0,4.5,N,N,0.0,1.0,-,**,37.7,11.7,13117,4094,3.3,2.5,9347,9174,71.0,9.4,11768,2513,2.6,2.5,20072,6476,41.5,(X),(X),(X),43.4,(X),(X),(X),28.5,(X),(X),(X)
1400000US36047042000,36047042000,"Census Tract 420, Kings County, New York",499,72,58319,11386,82.6,8.7,60943,13031,28.5,10.8,5350,2660,22.2,10.0,16854,4670,8.2,5.8,13380,3672,3.6,3.1,2411,31,13.2,7.7,9120,7256,429,73,62490,12993,8.2,6.7,N,N,49.2,15.5,N,N,22.4,14.8,N,N,8.9,7.4,N,N,9.6,9.2,N,N,1.9,3.1,N,N,1768,265,16780,3630,89.1,9.5,16126,3182,0.0,2.0,-,**,0.0,2.0,-,**,4.0,5.0,46921,18392,0.0,2.0,-,**,6.8,9.0,7616,11881,0.0,2.0,-,**,9.7,9.5,12344,12976,86.3,9.8,15878,3248,50.7,(X),(X),(X),52.9,(X),(X),(X),33.6,(X),(X),(X)
1400000US36047042100,36047042100,"Census Tract 421, Kings County, New York",1157,141,48099,8106,78.7,7.0,54172,9275,11.3,6.4,7665,7403,26.3,9.6,10733,3178,10.0,5.1,6653,1191,8.8,5.3,2405,1067,4.1,3.8,5430,4439,765,129,56522,10511,11.9,5.7,N,N,30.3,12.3,N,N,27.5,13.7,N,N,20.1,10.9,N,N,6.3,5.4,N,N,3.9,4.7,N,N,3601,477,16048,2210,31.9,9.3,19200,4348,19.9,6.6,16222,3357,2.0,3.1,6608,670,8.0,3.7,17284,8190,0.0,1.0,-,**,35.6,9.8,14257,3283,2.6,3.7,4251,2099,73.7,7.8,16737,2697,3.7,2.1,12811,4450,37.7,(X),(X),(X),43.1,(X),(X),(X),29.7,(X),(X),(X)
1400000US36047042200,36047042200,"Census Tract 422, Kings County, New York",1072,83,51551,7971,73.5,8.5,51090,7662,45.1,9.9,6304,5146,30.6,9.4,14942,2654,4.5,3.2,8967,2836,0.7,1.1,550,29,13.5,7.2,33864,38364,783,106,58487,10568,14.0,7.6,N,N,44.7,11.7,N,N,27.6,11.7,N,N,12.6,8.1,N,N,1.0,1.6,N,N,0.0,4.4,N,N,2879,417,19571,4044,85.2,8.0,20280,4386,2.8,2.7,35091,12852,0.0,1.2,-,**,4.7,6.5,6646,5172,0.0,1.2,-,**,6.3,4.5,15759,4544,1.0,1.2,N,N,17.6,8.4,11678,4459,73.3,10.3,21623,4846,21.3,(X),(X),(X),24.8,(X),(X),(X),16.2,(X),(X),(X)
1400000US36047042300,36047042300,"Census Tract 423, Kings County, New York",1017,127,47866,11955,76.4,9.8,54823,13500,6.9,5.6,3596,2699,19.9,9.9,14157,7823,6.0,4.8,5466,1702,9.5,6.5,1234,577,8.8,7.5,9808,5637,720,144,45111,10692,25.6,12.2,N,N,38.5,14.2,N,N,1.1,1.9,N,N,15.6,10.3,N,N,5.6,6.2,N,N,13.8,10.3,N,N,3125,504,16183,3867,56.9,13.8,14814,2870,6.9,7.6,12495,27248,3.3,4.4,10642,4861,0.7,1.2,N,N,0.0,1.1,-,**,30.0,13.9,20607,10567,2.1,2.4,14409,15739,81.3,9.7,16749,4280,5.7,3.3,26211,6064,40.6,(X),(X),(X),43.2,(X),(X),(X),30.8,(X),(X),(X)
1400000US36047042400,36047042400,"Census Tract 424, Kings County, New York",1304,69,55726,7198,76.5,6.7,59938,8651,19.7,6.0,9267,4641,27.6,7.0,15189,2229,4.9,2.9,8917,2420,1.2,1.5,1869,711,14.3,5.4,15183,5573,875,96,64875,9918,18.6,6.5,26285,4774,36.0,8.4,39932,6535,20.1,6.9,79740,18457,10.7,5.4,59429,16451,10.1,5.7,192822,29543,4.5,3.7,84959,37214,3335,314,22309,2433,62.7,7.7,22474,3096,2.2,2.4,37357,16652,1.2,1.7,8926,211,25.1,6.0,24217,5384,0.0,1.0,-,**,7.2,5.9,14440,8652,1.6,1.6,9735,7951,17.5,7.0,16481,5525,55.2,8.0,23164,3657,30.6,(X),(X),(X),32.5,(X),(X),(X),21.0,(X),(X),(X)
1400000US36047042500,36047042500,"Census Tract 425, Kings County, New York",957,88,39902,7923,80.8,9.2,44679,8986,7.0,5.8,3784,4446,15.9,6.9,8699,3289,16.2,8.9,6746,1291,0.4,1.7,1950,68,2.1,3.1,2650,8,523,120,48735,11018,10.7,9.5,N,N,49.9,17.4,N,N,10.3,11.8,N,N,19.5,12.7,N,N,0.0,6.5,N,N,9.6,9.7,N,N,2432,308,15814,2460,38.4,11.4,18587,3961,4.7,4.4,28027,12417,0.0,1.4,-,**,1.2,1.3,N,N,0.0,1.4,-,**,50.5,11.9,13472,3145,5.2,3.9,9302,5516,82.0,7.3,14959,2581,10.9,4.5,21071,7160,33.8,(X),(X),(X),43.0,(X),(X),(X),23.4,(X),(X),(X)
1400000US36047042600,36047042600,"Census Tract 426, Kings County, New York",1302,105,51246,7280,70.7,8.3,56390,8929,20.4,7.0,5138,3008,27.5,7.8,13887,2442,9.2,4.5,10561,2340,5.6,5.1,2647,1280,13.4,6.0,27606,12429,942,135,56039,7608,17.5,7.7,N,N,41.9,11.1,N,N,18.0,8.8,N,N,8.9,5.3,N,N,12.3,7.0,N,N,1.3,1.9,N,N,4020,610,17144,2349,48.1,12.5,20872,3501,1.1,1.9,37735,4016,0.0,0.9,-,**,37.2,10.3,12989,3223,0.3,0.5,N,N,12.5,11.2,13217,7110,0.8,1.0,12794,13738,17.9,10.2,12720,5273,43.1,10.9,22087,3867,27.3,(X),(X),(X),27.0,(X),(X),(X),20.5,(X),(X),(X)
1400000US36047042700,36047042700,"Census Tract 427, Kings County, New York",1736,109,45675,5826,84.0,5.4,49996,5844,9.1,4.9,1827,1857,12.3,5.0,10913,2776,7.7,4.7,7066,1503,6.9,4.2,4207,711,3.3,2.4,11374,5149,1202,158,45294,7567,16.1,8.3,10674,7188,31.1,8.4,31276,6700,11.2,7.4,73996,17271,20.1,9.6,44649,7138,10.1,7.6,63924,14041,11.4,6.5,88734,30443,6366,696,13187,1787,29.6,8.9,15788,3649,4.7,3.4,11148,7944,0.0,0.5,-,**,3.2,2.5,11370,6344,0.0,0.5,-,**,61.8,9.9,12222,2475,0.7,0.6,10562,7186,85.0,5.6,11867,1883,8.4,3.9,27399,8709,30.2,(X),(X),(X),28.3,(X),(X),(X),19.2,(X),(X),(X)
1400000US36047042800,36047042800,"Census Tract 428, Kings County, New York",1425,74,54171,8234,69.3,7.0,65166,10042,22.3,7.4,4669,2033,31.2,7.0,14565,2091,14.9,5.6,9582,1362,3.2,2.8,3451,639,12.3,4.8,13232,4256,946,128,65519,9784,18.0,7.0,N,N,28.0,10.5,N,N,31.2,10.0,N,N,14.7,8.6,N,N,6.1,4.4,N,N,2.0,2.5,N,N,3856,442,21397,2636,67.1,8.5,21796,2905,1.0,0.6,17110,867,0.0,0.9,-,**,28.4,7.9,21269,6465,0.0,0.9,-,**,3.2,3.2,17264,11588,0.3,0.4,-,**,7.0,4.3,24146,7935,64.3,8.6,21359,3020,21.8,(X),(X),(X),22.6,(X),(X),(X),14.4,(X),(X),(X)
1400000US36047042900,36047042900,"Census Tract 429, Kings County, New York",1940,88,42357,6651,79.7,5.4,47704,7416,4.0,2.7,15415,21784,15.6,4.9,9842,2083,8.8,4.0,8813,1886,13.5,5.0,4145,1907,2.4,2.1,8717,5026,1358,151,38787,8104,23.3,7.0,N,N,42.6,9.9,N,N,13.8,6.3,N,N,9.9,5.6,N,N,2.9,4.2,N,N,7.7,5.5,N,N,6010,534,14229,2241,24.3,6.9,22481,5023,9.4,5.7,13091,5074,0.4,0.7,N,N,4.0,2.7,4145,1008,0.0,0.6,-,**,61.8,8.7,11887,2145,0.2,0.3,N,N,81.2,6.2,13700,2434,6.5,2.8,29999,7300,30.1,(X),(X),(X),32.8,(X),(X),(X),22.5,(X),(X),(X)
1400000US36047043000,36047043000,"Census Tract 430, Kings County, New York",1225,110,57231,10885,66.1,11.5,69838,12244,12.7,6.2,6045,5116,28.1,9.1,13994,3049,17.7,9.6,8298,2640,10.4,7.8,2854,1504,15.5,7.5,16526,5746,882,127,63845,13561,25.3,11.9,N,N,29.7,13.1,N,N,25.9,12.3,N,N,4.2,5.0,N,N,8.5,6.0,N,N,6.5,7.1,N,N,3432,679,20880,3596,51.1,13.5,23849,4692,0.0,1.0,-,**,0.0,1.0,-,**,45.5,14.1,18003,5665,0.0,1.0,-,**,3.4,5.3,14710,561,0.0,1.0,-,**,7.8,7.7,14918,1482,47.3,13.3,24586,5085,36.2,(X),(X),(X),32.3,(X),(X),(X),21.8,(X),(X),(X)
1400000US36047043100,36047043100,"Census Tract 431, Kings County, New York",1676,117,34368,5054,70.5,7.7,41963,6663,2.4,2.1,8051,11188,14.2,5.9,11866,2412,9.6,4.4,7899,823,15.6,6.1,4003,1579,5.6,4.2,7174,2673,1219,167,34716,6397,24.9,8.8,N,N,42.5,11.8,N,N,7.6,5.4,N,N,17.9,9.0,N,N,2.1,3.2,N,N,5.0,4.8,N,N,5441,865,10911,1397,19.7,7.9,14886,3167,8.9,4.8,7384,3286,0.0,0.6,-,**,5.3,3.8,9568,4383,0.0,0.6,-,**,63.1,9.3,10203,1906,3.0,2.1,12602,18339,83.1,5.9,10132,1556,5.6,2.4,25413,7607,33.5,(X),(X),(X),36.6,(X),(X),(X),20.6,(X),(X),(X)
1400000US36047043200,36047043200,"Census Tract 432, Kings County, New York",1464,86,47261,7101,75.8,6.7,51050,7738,19.1,5.9,7961,3798,27.1,7.2,12542,2309,11.1,4.9,7450,1670,3.2,3.4,1947,950,10.7,4.3,13579,5329,929,124,57076,9659,6.9,4.8,N,N,41.3,11.0,N,N,25.9,10.4,N,N,19.4,10.1,N,N,4.2,4.2,N,N,2.3,2.6,N,N,4035,448,17797,3010,58.0,12.1,20304,3619,2.1,2.0,N,N,0.0,0.9,-,**,35.9,11.0,14664,3818,0.0,0.9,-,**,4.0,5.2,13691,20182,0.0,0.9,-,**,18.6,6.1,13885,5890,45.3,10.9,21907,4605,29.3,(X),(X),(X),41.1,(X),(X),(X),20.4,(X),(X),(X)
1400000US36047043300,36047043300,"Census Tract 433, Kings County, New York",1354,93,38713,6573,60.8,8.4,53807,9583,4.5,3.8,11182,14395,27.3,9.4,6728,1907,21.2,9.4,7740,1374,9.1,5.6,2863,1226,2.3,2.6,1219,8,978,133,44783,9144,29.1,9.8,8523,2312,28.1,11.1,50298,20893,7.0,6.1,74147,37654,27.8,10.3,57174,13031,0.0,3.5,-,**,8.0,6.0,89027,40912,4393,645,12351,2087,32.5,11.4,13604,3993,7.4,4.0,15098,6617,0.0,0.8,-,**,0.4,2.6,9950,109322,0.0,0.8,-,**,56.6,10.4,11745,2680,3.1,2.6,4151,4514,92.3,3.7,11511,1852,3.6,2.5,26726,27089,34.4,(X),(X),(X),34.0,(X),(X),(X),17.9,(X),(X),(X)
1400000US36047043400,36047043400,"Census Tract 434, Kings County, New York",1304,78,57203,9713,74.8,7.1,65208,12242,15.4,5.8,10194,8254,18.3,6.8,14938,3267,18.9,5.3,8745,941,3.6,4.0,2838,1240,9.0,5.9,22831,16342,936,127,65555,13217,15.5,7.2,33981,13327,34.5,9.2,46267,17685,13.2,7.2,117742,46575,13.6,9.0,70128,31145,14.3,7.5,90504,40645,8.9,6.9,70530,21390,3678,490,20589,3135,61.7,11.6,19676,3284,0.8,1.2,N,N,0.8,1.3,N,N,28.4,9.3,23691,7720,0.0,0.9,-,**,8.3,8.1,16193,5218,0.0,0.9,-,**,22.3,10.1,15675,3927,47.7,11.2,20935,3480,33.1,(X),(X),(X),34.1,(X),(X),(X),19.6,(X),(X),(X)
1400000US36047043500,36047043500,"Census Tract 435, Kings County, New York",1455,87,40935,7104,78.8,7.4,45287,8642,10.5,6.1,16396,5842,10.2,4.1,11057,2509,13.5,5.9,9636,985,4.1,2.7,2900,1713,3.2,3.0,7661,252,1101,133,43130,9014,22.7,9.1,12650,6255,34.4,10.6,32944,7484,17.7,8.5,82465,17990,10.8,7.8,29450,3713,7.4,6.2,67702,42940,6.9,5.8,88175,33924,4835,516,12758,2327,27.9,11.3,14244,3856,22.6,8.0,14947,5462,0.0,0.7,-,**,3.5,3.8,5233,1044,0.0,0.7,-,**,44.4,12.0,11199,3067,1.6,1.7,15947,6665,76.7,7.1,11095,2322,3.2,3.1,27125,13617,35.4,(X),(X),(X),35.0,(X),(X),(X),24.8,(X),(X),(X)
1400000US36047043600,36047043600,"Census Tract 436, Kings County, New York",1636,59,46169,10097,75.6,6.5,52427,12714,14.7,5.6,6596,4141,20.4,7.3,13909,3368,13.9,5.0,8880,869,11.0,6.2,3101,1092,7.3,4.2,11591,3863,1091,140,51732,15139,16.1,7.3,N,N,33.5,8.9,N,N,19.2,6.8,N,N,20.8,9.7,N,N,8.3,6.6,N,N,2.0,2.4,N,N,4354,411,17547,3727,57.3,9.4,18782,3266,1.8,2.8,N,N,0.0,0.8,-,**,35.6,10.7,17367,8569,0.0,0.8,-,**,1.7,1.9,22037,17350,3.6,3.0,5594,7173,13.0,8.6,12919,3366,49.9,9.0,18991,3701,33.7,(X),(X),(X),40.1,(X),(X),(X),22.7,(X),(X),(X)
1400000US36047043700,36047043700,"Census Tract 437, Kings County, New York",1494,128,45281,7015,87.6,6.2,44096,7778,11.8,6.5,5980,3955,15.2,5.6,15630,3306,8.2,4.7,8720,1814,7.4,5.1,2547,808,9.0,4.7,8632,2383,1198,131,43259,9277,16.8,8.1,N,N,45.2,10.1,N,N,9.8,6.4,N,N,21.4,7.7,N,N,3.3,4.1,N,N,3.5,3.5,N,N,4724,524,14962,2266,27.4,8.0,20185,5094,21.9,7.6,11819,4401,1.4,2.3,N,N,0.8,1.2,6739,666,0.0,0.7,-,**,44.8,10.0,13499,3024,3.7,3.3,17053,10893,68.8,7.5,13562,2140,7.7,2.6,32898,11300,42.0,(X),(X),(X),38.0,(X),(X),(X),28.8,(X),(X),(X)
1400000US36047043800,36047043800,"Census Tract 438, Kings County, New York",933,64,59492,11867,74.1,7.9,71649,14328,11.6,5.5,14042,11108,21.8,7.6,14052,2604,8.7,4.9,9769,1077,1.2,1.6,3309,19,4.0,3.8,13470,6655,702,102,69282,14480,10.1,4.9,N,N,37.5,10.6,N,N,24.8,9.9,N,N,16.2,7.8,N,N,8.3,7.2,N,N,3.1,2.5,N,N,2699,380,20941,4350,90.7,5.7,21308,4863,1.4,2.0,24024,20698,0.0,1.3,-,**,4.0,2.7,13323,6080,0.0,1.3,-,**,3.9,4.6,19030,1099,0.0,1.3,-,**,15.5,8.8,18608,5010,79.4,9.1,21694,5547,41.3,(X),(X),(X),42.9,(X),(X),(X),32.7,(X),(X),(X)
1400000US36047043900,36047043900,"Census Tract 439, Kings County, New York",1161,90,41458,7352,73.6,10.1,48285,8199,16.9,7.8,9058,4744,21.1,6.8,12907,3486,12.3,7.3,5784,2576,2.2,3.3,3044,7,9.3,6.3,6411,4601,778,147,47551,8040,12.7,9.2,15997,11704,31.9,12.7,30979,9981,24.4,13.6,67727,15855,14.1,9.3,63548,25501,9.1,7.6,68458,29711,7.7,7.2,50152,3945,3461,594,14169,2247,8.3,5.3,26990,8169,11.3,7.5,10874,4634,0.3,0.5,N,N,11.3,6.3,15105,10214,0.0,1.0,-,**,66.4,11.0,13290,2208,2.4,2.7,6105,3725,73.2,9.4,14371,2538,2.6,2.4,29500,9930,32.7,(X),(X),(X),29.8,(X),(X),(X),19.8,(X),(X),(X)
1400000US36047044000,36047044000,"Census Tract 440, Kings County, New York",887,79,72396,12650,74.4,9.4,83034,15236,15.7,7.2,7158,4867,31.9,9.6,20017,4027,1.8,2.1,7119,495,1.0,1.7,1889,21,14.3,7.2,18575,7201,664,104,85636,15537,22.3,10.9,N,N,32.8,11.5,N,N,28.0,10.5,N,N,5.1,7.3,N,N,8.1,5.4,N,N,3.6,4.4,N,N,2720,433,23781,4007,90.3,8.2,24686,4303,0.0,1.3,-,**,0.0,1.3,-,**,3.4,3.4,10649,10876,0.0,1.3,-,**,5.1,8.0,18012,1353,1.2,1.7,N,N,7.5,7.6,21438,12082,87.9,7.9,24578,4332,53.2,(X),(X),(X),50.9,(X),(X),(X),42.3,(X),(X),(X)
1400000US36047044100,36047044100,"Census Tract 441, Kings County, New York",1948,107,41125,5642,81.6,5.5,47528,6276,8.4,4.5,1065,708,12.9,4.8,9455,1305,4.1,3.1,6881,1070,5.0,3.9,6243,4604,2.5,1.9,8835,5694,1407,175,38959,5838,10.2,5.7,8176,4549,41.2,9.9,26910,4634,13.9,5.9,49935,10311,12.9,6.3,37080,8290,10.9,5.8,65155,14242,10.9,6.5,75161,28020,6648,742,12390,1695,16.4,6.5,16881,3758,1.5,1.1,26850,17469,0.2,0.3,N,N,7.7,3.5,19081,10011,0.0,0.5,-,**,72.9,8.4,10515,1468,1.3,1.7,5499,1150,85.7,4.5,10932,1367,5.3,2.7,22310,7265,30.6,(X),(X),(X),26.4,(X),(X),(X),19.0,(X),(X),(X)
1400000US36047044200,36047044200,"Census Tract 442, Kings County, New York",771,93,67873,13543,87.2,5.4,68736,15015,25.8,9.9,11241,6378,16.3,6.8,20572,3012,4.3,4.9,8215,1127,0.0,4.4,-,**,7.9,5.0,10738,4397,635,101,76084,15698,6.3,4.4,N,N,61.1,12.8,N,N,12.1,9.6,N,N,9.1,7.7,N,N,9.8,6.3,N,N,1.6,2.4,N,N,2628,415,20172,3744,98.7,2.2,20391,3738,0.0,1.3,-,**,0.0,1.3,-,**,1.3,2.2,3986,733,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,3.3,5.1,32313,872,95.3,5.4,19972,3908,42.9,(X),(X),(X),40.0,(X),(X),(X),20.8,(X),(X),(X)
1400000US36047044300,36047044300,"Census Tract 443, Kings County, New York",1778,104,49970,9534,78.8,6.0,55367,11092,21.0,6.3,7242,3386,20.9,5.9,15011,2364,4.7,3.0,8740,2403,0.7,1.0,6833,15,4.9,2.8,18170,12589,1320,136,40772,5365,18.4,7.2,18617,10087,35.1,9.0,30253,5617,13.5,6.6,54208,9399,18.8,8.8,46019,8388,5.5,4.7,73016,24607,8.7,5.3,77356,11997,6196,635,14956,2781,30.6,8.6,22095,8174,1.9,1.5,18203,6048,0.0,0.6,-,**,9.0,4.5,13553,4790,0.0,0.6,-,**,56.7,8.8,11095,1994,1.8,1.6,18827,16707,71.8,6.7,11458,1751,16.7,6.3,31640,16099,28.0,(X),(X),(X),20.2,(X),(X),(X),21.1,(X),(X),(X)
1400000US36047044400,36047044400,"Census Tract 444, Kings County, New York",1134,80,56334,7650,67.7,7.3,61662,8440,27.3,8.8,19556,7641,26.9,7.1,18185,3487,11.8,6.4,11300,2982,2.7,3.1,6052,4131,6.1,3.6,21845,10302,719,105,67476,10855,16.3,7.8,N,N,38.1,12.7,N,N,21.4,11.6,N,N,11.0,7.4,N,N,7.9,5.9,N,N,5.3,5.6,N,N,3061,366,21565,2645,90.4,6.5,22780,3161,0.4,0.6,N,N,0.4,0.7,N,N,3.6,4.3,8336,693,0.0,1.1,-,**,5.3,5.1,7820,2023,0.0,1.1,-,**,10.8,8.0,14519,5884,85.3,9.0,22968,3423,47.8,(X),(X),(X),49.4,(X),(X),(X),34.8,(X),(X),(X)
1400000US36047044500,36047044500,"Census Tract 445, Kings County, New York",1516,104,51960,7220,83.5,6.8,55509,7367,15.8,6.7,13406,7184,14.5,5.2,11977,4200,8.0,4.0,9764,2910,6.4,3.7,3968,1815,1.5,1.7,27959,5862,1143,128,52453,9070,19.9,8.7,14897,5768,36.1,9.5,39444,7424,21.8,7.7,89602,22095,8.9,6.5,50441,13672,3.9,3.1,97696,41500,9.4,5.7,78782,8640,4822,542,16713,2368,23.0,6.7,21780,4839,8.9,5.6,14055,8667,0.0,0.7,-,**,12.7,4.8,31217,5564,0.0,0.7,-,**,53.9,8.8,11674,2293,1.5,1.3,13627,14931,63.6,7.2,12470,2169,12.6,4.1,25448,7791,26.1,(X),(X),(X),22.1,(X),(X),(X),15.9,(X),(X),(X)
1400000US36047044600,36047044600,"Census Tract 446, Kings County, New York",671,53,82178,20437,81.8,8.2,85997,22158,21.6,9.8,15903,12494,36.5,11.7,13635,2773,2.1,2.4,8043,15,7.2,5.5,5702,8841,17.7,8.4,7512,1958,437,80,71214,17463,5.0,5.8,N,N,45.1,13.6,N,N,27.7,14.7,N,N,13.0,9.8,N,N,7.6,8.1,N,N,1.6,2.8,N,N,1826,286,30837,7288,63.4,11.2,34079,10231,6.2,5.9,21202,11191,0.0,1.9,-,**,24.0,12.2,28532,14996,0.0,1.9,-,**,0.0,1.9,-,**,6.5,7.3,16832,3233,13.7,9.7,23989,4729,53.5,13.5,35208,12198,55.6,(X),(X),(X),51.0,(X),(X),(X),53.2,(X),(X),(X)
1400000US36047044700,36047044700,"Census Tract 447, Kings County, New York",741,100,52540,14435,96.1,3.4,47142,12544,15.9,9.4,2498,2256,17.4,11.5,10266,4125,12.4,11.8,8576,1268,3.5,4.5,1750,76,8.0,7.5,41859,31311,490,117,53268,20984,0.0,6.9,N,N,34.3,20.3,N,N,35.7,19.2,N,N,26.3,12.3,N,N,3.7,5.6,N,N,0.0,6.9,N,N,1880,343,21340,5406,47.1,13.6,27096,9158,7.2,5.6,29909,13633,0.0,1.8,-,**,2.3,4.0,14648,1972,0.0,1.8,-,**,40.1,15.9,13878,4683,3.2,4.4,N,N,70.2,9.5,14681,3049,19.0,7.3,46303,18945,42.1,(X),(X),(X),46.9,(X),(X),(X),23.7,(X),(X),(X)
1400000US36047044800,36047044800,"Census Tract 448, Kings County, New York",767,84,54319,7782,72.6,9.7,55655,9382,28.8,8.2,7403,3596,31.6,10.4,13164,2912,2.3,2.9,8261,889,0.0,4.5,-,**,18.5,7.9,37116,12660,385,89,58989,12675,15.1,11.2,N,N,46.8,16.6,N,N,20.3,13.4,N,N,15.8,10.5,N,N,2.1,3.5,N,N,0.0,8.7,N,N,1762,384,23828,4898,97.3,1.9,23959,5030,0.5,0.8,N,N,0.0,2.0,-,**,1.1,1.2,N,N,0.0,2.0,-,**,0.0,2.0,-,**,1.1,1.2,N,N,1.2,1.3,N,N,96.7,2.0,23806,5054,34.9,(X),(X),(X),49.4,(X),(X),(X),32.0,(X),(X),(X)
1400000US36047044900,36047044900,"Census Tract 449, Kings County, New York",1068,97,47713,18935,60.6,9.9,65701,31076,5.4,3.4,7864,12261,34.3,9.5,10973,3393,20.0,8.3,6825,1330,8.5,5.8,4398,2172,8.8,5.5,14749,6202,725,118,36106,8932,34.3,11.5,N,N,36.1,11.9,N,N,5.0,4.8,N,N,16.4,9.8,N,N,2.8,3.5,N,N,5.4,5.8,N,N,2581,305,20353,8046,42.9,12.0,17271,3651,21.7,4.6,14067,4564,0.0,1.3,-,**,2.5,2.6,20089,16540,0.0,1.3,-,**,29.6,11.9,13538,4583,3.3,3.3,163401,266643,55.4,8.2,23864,14290,18.7,7.0,20409,5545,36.7,(X),(X),(X),33.0,(X),(X),(X),30.4,(X),(X),(X)
1400000US36047045000,36047045000,"Census Tract 450, Kings County, New York",220,85,71551,30414,70.0,26.0,87173,42141,19.5,20.3,11105,9452,34.5,25.3,15312,7485,0.0,14.7,-,**,0.0,14.7,-,**,3.2,5.7,-,**,202,85,69591,30376,27.7,27.5,N,N,19.8,19.8,N,N,31.2,27.2,N,N,0.0,15.9,N,N,4.0,7.0,N,N,17.3,24.8,N,N,758,316,21190,7120,59.4,22.4,29432,10228,19.1,23.3,7010,960,0.0,4.5,-,**,0.0,4.5,-,**,0.0,4.5,-,**,21.5,23.8,11050,3369,0.0,4.5,-,**,39.7,24.8,10219,2893,55.1,22.8,30305,11055,40.5,(X),(X),(X),44.1,(X),(X),(X),29.1,(X),(X),(X)
